"LSOA11CD","descriptiveterm","total_length"
"W01001788","Minor Road",1.429
"W01001788","Local Street",3.741
"W01001789","Private Road - Publicly Accessible",0.09
"W01001789","A Road",0.832
"W01001789","Private Road - Restricted Access",0.326
"W01001789","Alley",1.11
"W01001789","Local Street",4.118
"W01001790","Private Road - Restricted Access",0.108
"W01001790","Alley",0.115
"W01001790","Local Street",3.134
"W01001790","Minor Road",0.291
"W01001791","Private Road - Restricted Access",0.547
"W01001791","Minor Road",1.789
"W01001791","Local Street",6.107
"W01001791","Alley",0.48
"W01001791","B Road",0.753
"W01001791","Private Road - Publicly Accessible",0.012
"W01001792","Minor Road",0.231
"W01001792","Alley",0.113
"W01001792","Local Street",6.058
"W01001792","Private Road - Restricted Access",0.062
"W01001793","Local Street",3.718
"W01001793","Minor Road",1.027
"W01001794","Private Road - Publicly Accessible",0.029
"W01001794","Private Road - Restricted Access",0.011
"W01001794","Local Street",3.564
"W01001794","Minor Road",1.058
"W01001795","Minor Road",1.039
"W01001795","Private Road - Restricted Access",0.106
"W01001795","A Road",0.342
"W01001795","Local Street",4.981
"W01001796","Minor Road",1.782
"W01001796","Local Street",4.458
"W01001797","Private Road - Restricted Access",0.09
"W01001797","Minor Road",1.44
"W01001797","Local Street",3.861
"W01001797","B Road",0.024
"W01001797","Alley",0.058
"W01001798","Minor Road",0.434
"W01001798","Private Road - Restricted Access",0.089
"W01001798","A Road",0.861
"W01001798","Local Street",4.196
"W01001799","Minor Road",0.495
"W01001799","B Road",0.826
"W01001799","Private Road - Publicly Accessible",0.065
"W01001799","Local Street",3.932
"W01001799","Private Road - Restricted Access",0.442
"W01001800","Private Road - Restricted Access",0.189
"W01001800","Minor Road",1.305
"W01001800","Local Street",3.57
"W01001800","B Road",0.466
"W01001800","Alley",0.078
"W01001802","B Road",0.556
"W01001802","Minor Road",1.463
"W01001802","Private Road - Restricted Access",0.219
"W01001802","Local Street",6.062
"W01001803","Minor Road",1.139
"W01001803","Local Street",3.614
"W01001803","B Road",0.585
"W01001804","Minor Road",1.137
"W01001804","Local Street",5.37
"W01001805","Alley",0.117
"W01001805","Minor Road",0.659
"W01001805","Private Road - Restricted Access",0.403
"W01001805","Local Street",6.991
"W01001806","Private Road - Restricted Access",0.452
"W01001806","Local Street",4.868
"W01001806","Alley",0.348
"W01001806","Minor Road",1.195
"W01001806","B Road",0.492
"W01001807","Local Street",3.651
"W01001807","Minor Road",0.84
"W01001808","Local Street",4.277
"W01001808","Minor Road",0.813
"W01001809","Minor Road",0.649
"W01001809","Local Street",3.068
"W01001810","Minor Road",2.412
"W01001810","Local Street",3.438
"W01001811","Minor Road",6.147
"W01001811","Private Road - Restricted Access",0.189
"W01001811","Local Street",3.872
"W01001811","A Road",6.784
"W01001812","Minor Road",1.099
"W01001812","Local Street",3.114
"W01001813","Private Road - Restricted Access",0.05
"W01001813","Local Street",4.622
"W01001813","Minor Road",1.024
"W01001814","Minor Road",2.427
"W01001814","Private Road - Restricted Access",0.367
"W01001814","Local Street",2.854
"W01001815","Local Street",3.324
"W01001815","Minor Road",1.787
"W01001816","Minor Road",3.016
"W01001816","Local Street",6.701
"W01001816","Private Road - Publicly Accessible",0.167
"W01001816","Private Road - Restricted Access",0.166
"W01001817","Minor Road",1.145
"W01001817","Local Street",3.578
"W01001818","Private Road - Restricted Access",0.057
